rainfall,temperature,humidity,soil_moisture,water_level
77.45979415536692,19.407361788034322,46.78255776737079,53.89165186789087,7.959405477476956
85.60013803022096,31.7644573057078,48.61225354054373,57.906087795670544,8.18205506802553
4.271133971714542,35.59133196158954,38.23038763991377,6.649624714852526,38.71989787109215
25.72824843376546,35.692722811713,42.25693586526741,20.319063952141455,29.55185112089179
102.79154725459688,29.239228544044007,47.970217548451515,68.34504900804403,11.329128986054585
125.08452939541148,27.440676063727665,81.2397661462545,88.55460326012502,2.0
46.04493295083567,29.99910856343207,45.74002551412436,33.77505401698307,25.216672919442455
134.0419619525096,21.49744776860814,33.383677944404525,84.95216798352585,2.0
108.2315792652457,37.4144587705712,30.25244150171305,67.24798998243291,3.050580460898331
28.49084313071952,33.86062718986945,55.406262498825186,24.7896956592098,30.093730523609324
83.13413866871807,32.75792906381246,71.03777612073087,60.81224551899576,14.135602815772508
52.81979310399212,27.411570231094824,37.0358031148468,36.357879462255156,18.997006168566315
27.2838603990118,26.594945472799616,68.00826230646038,27.312474153419192,30.293792238949013
117.84026427965382,27.990297211575847,58.17828788704505,79.54078642404372,5.9444857267774545
144.82248336179538,39.614614739825484,69.87922469651829,96.90787348239833,2.0
34.8530492722141,23.33433723383998,74.27577456134088,33.43355075221264,25.865878120140863
12.534215049501551,21.962480362080356,70.7878485101611,19.481850695525115,15.67835487741604
90.53226334368277,33.75810112190071,41.96655958600806,59.3368598112212,8.704623954976466
109.34891359314267,32.497023111459576,86.33706366804117,79.62705857834789,6.539081828519109
41.435824274589415,23.432895035229265,38.281544119336644,30.17451388509805,23.75745676240343
102.79594931702674,32.31874173072659,45.6933343203921,67.5843622812218,4.943462502315281
77.68012112955711,21.143559597101856,93.27201019420815,63.148118756865706,11.914925967649793
7.272680613960087,20.728331860742447,44.50376648890621,11.191528480083047,33.05055788573607
20.68038563431592,27.15158264237303,63.19403309704373,22.331879735760992,19.288743487028086
28.04511392068816,39.62841298990474,44.208065762032966,21.705840205829013,26.245919817484335
149.14768517311455,20.845638012066406,80.93773144905052,100.0,2.0
